id	speaker_id	filename	sentence	sentence_norm	gender	age	native_language	dialect	created_at	marosijo_score	release	is_valid	empty	duration	sample_rate	size	user_agent	status
0000045	000006	000006-0000045.flac	Verðbólga er yfirleitt skilgreind sem hækkun verðlags á einu ári.	verðbólga er yfirleitt skilgreind sem hækkun verðlags á einu ári	male	30-39	Icelandic	NAN	2019-10-15 16:21:20	1.0	r1	1.0	0	5.85	16000	187128	NAN	train
0000046	000007	000007-0000046.flac	Hvenær var blómatími grískrar heimspeki og hvenær lauk honum?	hvenær var blómatími grískrar heimspeki og hvenær lauk honum	female	20-29	Icelandic	NAN	2019-10-15 22:05:01	0.94	r1	1.0	0	5.8	16000	185764	NAN	train
0000047	000007	000007-0000047.flac	Nafn hennar þýðir „móðir jörð“.	nafn hennar þýðir móðir jörð	female	20-29	Icelandic	NAN	2019-10-15 22:05:01	1.0	r1	1.0	0	4.78	16000	152996	NAN	train
0000048	000007	000007-0000048.flac	Höfundur þakkar Kristínu Ingólfsdóttur, prófessor í lyfjafræði, fyrir yfirlestur og ábendingar.	höfundur þakkar kristínu ingólfsdóttur prófessor í lyfjafræði fyrir yfirlestur og ábendingar	female	20-29	Icelandic	NAN	2019-10-15 22:05:02	0.962962962962963	r1	1.0	0	8.28	16000	264952	NAN	train
0000051	000007	000007-0000051.flac	Slavnesk tungumál eru furðulega einsleit miðað við aðrar indóevrópskar málaættir.	slavnesk tungumál eru furðulega einsleit miðað við aðrar indóevrópskar málaættir	female	20-29	Icelandic	NAN	2019-10-15 22:10:06	0.9285714285714286	r1	1.0	0	8.02	16000	256760	NAN	train
0000052	000007	000007-0000052.flac	Á vefnum mun ekki vera til skrá eins og þú leitar að.	á vefnum mun ekki vera til skrá eins og þú leitar að	female	20-29	Icelandic	NAN	2019-10-15 22:10:06	0.8717948717948718	r1	1.0	0	4.69	16000	150264	NAN	train
0000053	000007	000007-0000053.flac	Adolf hlaut nafn sitt eftir venjulegum leiðum.	adolf hlaut nafn sitt eftir venjulegum leiðum	female	20-29	Icelandic	NAN	2019-10-15 22:10:06	1.0	r1	1.0	0	4.22	16000	135246	NAN	train
0000054	000007	000007-0000054.flac	Unnið við uppgröft á Skriðuklaustri.	unnið við uppgröft á skriðuklaustri	female	20-29	Icelandic	NAN	2019-10-15 22:10:07	1.0	r1	1.0	0	4.1	16000	131150	NAN	train
0000055	000007	000007-0000055.flac	Hvernig varð tunglið til?	hvernig varð tunglið til	female	20-29	Icelandic	NAN	2019-10-15 22:10:07	1.0	r1	1.0	0	3.11	16000	99748	NAN	train
0000056	000008	000008-0000056.flac	Engu að síður svífa íbúar geimstöðvarinnar í lausu lofti.	engu að síður svífa íbúar geimstöðvarinnar í lausu lofti	female	20-29	Icelandic	NAN	2019-10-15 22:13:31	0.9777777777777777	r1	1.0	0	5.63	16000	180302	NAN	train
0000057	000008	000008-0000057.flac	Gerðardómur er einnig haft um dóm þann, sem er kveðinn upp af gerðarmönnum.	gerðardómur er einnig haft um dóm þann sem er kveðinn upp af gerðarmönnum	female	20-29	Icelandic	NAN	2019-10-15 22:13:31	1.0	r1	1.0	0	6.87	16000	219896	NAN	train
0000058	000008	000008-0000058.flac	Þetta er listi yfir leiki barna í stafrófsröð.	þetta er listi yfir leiki barna í stafrófsröð	female	20-29	Icelandic	NAN	2019-10-15 22:13:31	0.9189189189189189	r1	1.0	0	5.21	16000	166648	NAN	train
0000059	000008	000008-0000059.flac	Því er ætlað að prufukeyra þá tækni sem fullbúin stöð mun nota.	því er ætlað að prufukeyra þá tækni sem fullbúin stöð mun nota	female	20-29	Icelandic	NAN	2019-10-15 22:13:32	0.7307692307692308	r1	1.0	0	6.44	16000	206244	NAN	train
0000060	000008	000008-0000060.flac	Fyrsti og síðasti leggurinn eru upp í vindinn.	fyrsti og síðasti leggurinn eru upp í vindinn	female	20-29	Icelandic	NAN	2019-10-15 22:13:32	0.8571428571428572	r1	1.0	0	4.74	16000	151630	NAN	train
0000061	000008	000008-0000061.flac	Freigátur voru fullbúin skip, hraðskreiðar og þóttu mjög meðfærilegar.	freigátur voru fullbúin skip hraðskreiðar og þóttu mjög meðfærilegar	female	20-29	Icelandic	NAN	2019-10-15 22:22:32	0.9649122807017544	r1	1.0	0	6.57	16000	210340	NAN	train
0000062	000008	000008-0000062.flac	Hvers vegna vaxa ekki nýir útlimir á menn?	hvers vegna vaxa ekki nýir útlimir á menn	female	20-29	Icelandic	NAN	2019-10-15 22:22:32	1.0	r1	1.0	0	5.08	16000	162552	NAN	train
0000063	000008	000008-0000063.flac	Þar sem sjávarfalla gætir er þetta svæði breiðara en ella.	þar sem sjávarfalla gætir er þetta svæði breiðara en ella	female	20-29	Icelandic	NAN	2019-10-15 22:22:32	0.9347826086956522	r1	1.0	0	6.06	16000	193956	NAN	dev
0000065	000008	000008-0000065.flac	Fullt heiti borgarinnar í dag er virkilega langt og flókið.	fullt heiti borgarinnar í dag er virkilega langt og flókið	female	20-29	Icelandic	NAN	2019-10-15 22:22:33	0.9777777777777777	r1	1.0	0	5.59	16000	178936	NAN	dev
0000066	000007	000007-0000066.flac	Eru þeir báðir nefndir berserkir í heimildum.	eru þeir báðir nefndir berserkir í heimildum	female	20-29	Icelandic	NAN	2019-10-15 22:23:44	1.0	r1	1.0	0	5.16	16000	165284	NAN	train
0000067	000007	000007-0000067.flac	Nöfn þeirra Parísarbúa sem féllu í júlíbyltingunni eru grafin með gulli í turninn.	nöfn þeirra parísarbúa sem féllu í júlíbyltingunni eru grafin með gulli í turninn	female	20-29	Icelandic	NAN	2019-10-15 22:23:45	0.9402985074626866	r1	1.0	0	7.59	16000	243108	NAN	train
0000068	000007	000007-0000068.flac	Hann gæti þá hafa verið um tvítugt.	hann gæti þá hafa verið um tvítugt	female	20-29	Icelandic	NAN	2019-10-15 22:23:45	1.0	r1	1.0	0	3.88	16000	124324	NAN	train
0000069	000007	000007-0000069.flac	Flugstjórar flugvéla ráða litlu um stróka sem sjást eftir flug vélanna.	flugstjórar flugvéla ráða litlu um stróka sem sjást eftir flug vélanna	female	20-29	Icelandic	NAN	2019-10-15 22:23:45	0.967741935483871	r1	1.0	0	7.51	16000	240376	NAN	train
0000070	000007	000007-0000070.flac	Ættin telur alls sautján tegundir og lifa þær allar á suðurhveli jarðar.	ættin telur alls sautján tegundir og lifa þær allar á suðurhveli jarðar	female	20-29	Icelandic	NAN	2019-10-15 22:23:46	1.0	r1	1.0	0	7.51	16000	240376	NAN	train
0000076	000010	000010-0000076.flac	Markús, hvernig er veðrið í dag?	markús hvernig er veðrið í dag	male	20-29	Icelandic	NAN	2019-10-16 09:15:00	0.92	r1	1.0	0	3.84	16000	122958	NAN	train
0000077	000010	000010-0000077.flac	Þetta fyrirbæri kallast alspeglun.	þetta fyrirbæri kallast alspeglun	male	20-29	Icelandic	NAN	2019-10-16 09:15:05	1.0	r1	1.0	0	3.84	16000	122958	NAN	train
0000078	000010	000010-0000078.flac	Erfðaefni bræðranna er samt ekki eins þar sem endurröðun erfðaefnis verður í kynfrumunum.	erfðaefni bræðranna er samt ekki eins þar sem endurröðun erfðaefnis verður í kynfrumunum	male	20-29	Icelandic	NAN	2019-10-16 09:15:11	0.9295774647887324	r1	1.0	0	6.24	16000	199758	NAN	train
0000079	000010	000010-0000079.flac	Núverandi hraðamet var þó ekki formlega sett fyrr en og fimmtándi október.	núverandi hraðamet var þó ekki formlega sett fyrr en og fimmtándi október	male	20-29	Icelandic	NAN	2019-10-16 09:15:13	0.9491525423728814	r1	1.0	0	5.64	16000	180558	NAN	train
0000080	000010	000010-0000080.flac	Ekki er talið að börn sem kveikja í þjáist af íkveikjuæði.	ekki er talið að börn sem kveikja í þjáist af íkveikjuæði	male	20-29	Icelandic	NAN	2019-10-16 09:15:16	0.9534883720930233	r1	1.0	0	4.62	16000	147918	NAN	train
0000081	000011	000011-0000081.flac	Fyrir stuttu síðan tókst vísindamönnum að framkalla sérhæfingu frumkímfruma manna úr iPS-frumum.	fyrir stuttu síðan tókst vísindamönnum að framkalla sérhæfingu frumkímfruma manna úr ips frumum	male	20-29	Icelandic	NAN	2019-10-16 09:16:25	0.926829268292683	r1	1.0	0	7.5	16000	240078	NAN	train
0000082	000011	000011-0000082.flac	Talið er að þetta gæti haft talsverð áhrif á verndun tegundarinnar til langframa.	talið er að þetta gæti haft talsverð áhrif á verndun tegundarinnar til langframa	male	20-29	Icelandic	NAN	2019-10-16 09:16:28	0.9692307692307692	r1	1.0	0	6.06	16000	193998	NAN	train
0000083	000011	000011-0000083.flac	Flóðbylgjuviðvörun var gefin út í mörgum löndum sem liggja að Kyrrahafi.	flóðbylgjuviðvörun var gefin út í mörgum löndum sem liggja að kyrrahafi	male	20-29	Icelandic	NAN	2019-10-16 09:16:31	0.9649122807017544	r1	1.0	0	5.34	16000	170958	NAN	train
0000084	000011	000011-0000084.flac	Umrætt umboð þarf að vera skriflegt og vottað af tveimur vottum.	umrætt umboð þarf að vera skriflegt og vottað af tveimur vottum	male	20-29	Icelandic	NAN	2019-10-16 09:16:37	1.0	r1	1.0	0	5.1	16000	163278	NAN	train
0000085	000011	000011-0000085.flac	Þeir sem leggja stund á greinina kallast kjarneðlisfræðingar.	þeir sem leggja stund á greinina kallast kjarneðlisfræðingar	male	20-29	Icelandic	NAN	2019-10-16 09:16:40	1.0	r1	1.0	0	4.74	16000	151758	NAN	train
0000086	000012	000012-0000086.flac	Oftast hefur fálkinn betur.	oftast hefur fálkinn betur	male	40-49	Icelandic	NAN	2019-10-16 09:19:04	1.0	r1	1.0	0	4.68	16000	149838	NAN	train
0000087	000012	000012-0000087.flac	Hvernig skilgreinir hagfræðin hugtakið „arður“ ?	hvernig skilgreinir hagfræðin hugtakið arður	male	40-49	Icelandic	NAN	2019-10-16 09:19:05	1.0	r1	1.0	0	5.1	16000	163278	NAN	train
0000088	000012	000012-0000088.flac	En af hverju á að „fræða um mál“ á þennan hátt?	en af hverju á að fræða um mál á þennan hátt	male	40-49	Icelandic	NAN	2019-10-16 09:19:05	0.8787878787878788	r1	1.0	0	5.16	16000	165198	NAN	train
0000089	000012	000012-0000089.flac	Forseti fer með yfirstjórn Hæstaréttar.	forseti fer með yfirstjórn hæstaréttar	male	40-49	Icelandic	NAN	2019-10-16 09:19:05	1.0	r1	1.0	0	4.32	16000	138318	NAN	train
0000090	000012	000012-0000090.flac	Hún var samsteypustjórn Framsóknar, Alþýðuflokks og Alþýðubandalags.	hún var samsteypustjórn framsóknar alþýðuflokks og alþýðubandalags	male	40-49	Icelandic	NAN	2019-10-16 09:19:05	1.0	r1	1.0	0	5.04	16000	161358	NAN	train
0000091	000013	000013-0000091.flac	Hvað er BIOS í tölvum?	hvað er bios í tölvum	male	20-29	Icelandic	NAN	2019-10-16 09:19:36	0.9411764705882353	r1	1.0	0	3.66	16000	117198	NAN	train
0000092	000013	000013-0000092.flac	Þar gefur að líta heildstæðar bæjartóftir, útihús, túngarð og gerði.	þar gefur að líta heildstæðar bæjartóftir útihús túngarð og gerði	male	20-29	Icelandic	NAN	2019-10-16 09:19:36	0.962962962962963	r1	1.0	0	6.42	16000	205518	NAN	train
0000093	000013	000013-0000093.flac	Þingkosningar eru kosningar þar sem borgarar lýðræðisríkis kjósa sér fulltrúa á þing.	þingkosningar eru kosningar þar sem borgarar lýðræðisríkis kjósa sér fulltrúa á þing	male	20-29	Icelandic	NAN	2019-10-16 09:19:36	0.9864864864864865	r1	1.0	0	6.9	16000	220878	NAN	train
0000094	000013	000013-0000094.flac	Ef henni er snúið á hvolf þá hefur í raun heldur ekkert breyst.	ef henni er snúið á hvolf þá hefur í raun heldur ekkert breyst	male	20-29	Icelandic	NAN	2019-10-16 09:19:36	0.9375	r1	1.0	0	5.46	16000	174798	NAN	train
0000095	000013	000013-0000095.flac	Mynd úr skógum Ekvador.	mynd úr skógum ekvador	male	20-29	Icelandic	NAN	2019-10-16 09:19:37	1.0	r1	1.0	0	3.6	16000	115278	NAN	train
0000096	000014	000014-0000096.flac	Um skeið var talið að um tvær milljónir búrhvala lifðu í hafinu.	um skeið var talið að um tvær milljónir búrhvala lifðu í hafinu	male	40-49	Icelandic	NAN	2019-10-16 09:21:20	1.0	r1	1.0	0	6.0	16000	192078	NAN	train
0000097	000014	000014-0000097.flac	Greifasebrinn er nokkuð stærri en sléttusebri og er stærstur allra sebra.	greifasebrinn er nokkuð stærri en sléttusebri og er stærstur allra sebra	male	40-49	Icelandic	NAN	2019-10-16 09:21:21	0.9344262295081968	r1	1.0	0	7.08	16000	226638	NAN	train
0000098	000014	000014-0000098.flac	Fyrsta skóflustunga er athöfn sem fram fer við upphaf byggingarframkvæmdar.	fyrsta skóflustunga er athöfn sem fram fer við upphaf byggingarframkvæmdar	male	40-49	Icelandic	NAN	2019-10-16 09:21:21	1.0	r1	1.0	0	6.72	16000	215118	NAN	train
0000099	000014	000014-0000099.flac	Þó hefur hér verið mannlaust í aldaraðir á þessum tíma.	þó hefur hér verið mannlaust í aldaraðir á þessum tíma	male	40-49	Icelandic	NAN	2019-10-16 09:21:21	0.9761904761904762	r1	1.0	0	4.86	16000	155598	NAN	train
0000100	000014	000014-0000100.flac	Til að mynda eru heilar tölur jafnmargar og sléttar tölur!	til að mynda eru heilar tölur jafnmargar og sléttar tölur	male	40-49	Icelandic	NAN	2019-10-16 09:21:21	0.9583333333333334	r1	1.0	0	5.22	16000	167118	NAN	train
0000101	000014	000014-0000101.flac	Hún steypir sér eftir æti eins og kría.	hún steypir sér eftir æti eins og kría	male	40-49	Icelandic	NAN	2019-10-16 09:27:37	1.0	r1	1.0	0	4.14	16000	132558	NAN	train
0000102	000014	000014-0000102.flac	Fjármagnsmarkaður þrífst illa nema í löndum þar sem slík vandamál hafa verið leyst.	fjármagnsmarkaður þrífst illa nema í löndum þar sem slík vandamál hafa verið leyst	male	40-49	Icelandic	NAN	2019-10-16 09:27:37	0.8695652173913043	r1	1.0	0	6.12	16000	195918	NAN	train
0000103	000014	000014-0000103.flac	Forritið byggist upp á rimum sem hver og ein er sjálfstæð eining.	forritið byggist upp á rimum sem hver og ein er sjálfstæð eining	male	40-49	Icelandic	NAN	2019-10-16 09:27:37	1.0	r1	1.0	0	5.64	16000	180558	NAN	train
0000104	000014	000014-0000104.flac	Ofnotkun linsanna eru önnur mistök og jafnframt þau algengustu sem linsunotendur gera.	ofnotkun linsanna eru önnur mistök og jafnframt þau algengustu sem linsunotendur gera	male	40-49	Icelandic	NAN	2019-10-16 09:27:37	0.9714285714285714	r1	1.0	0	6.6	16000	211278	NAN	train
0000105	000014	000014-0000105.flac	Risaeðlur njóta sérstöðu í fornlíffræðinni vegna stærðar sinnar.	risaeðlur njóta sérstöðu í fornlíffræðinni vegna stærðar sinnar	male	40-49	Icelandic	NAN	2019-10-16 09:27:38	0.9818181818181818	r1	1.0	0	5.34	16000	170958	NAN	train
0000106	000015	000015-0000106.flac	M hefur breyst í N og Y hefur breyst í I	m hefur breyst í n og y hefur breyst í i	male	40-49	Icelandic	NAN	2019-10-16 09:37:54	0.8214285714285714	r1	1.0	0	5.16	16000	165198	NAN	train
0000107	000015	000015-0000107.flac	Þessi einkenni eiga það til að versna við stöður eða setur.	þessi einkenni eiga það til að versna við stöður eða setur	male	40-49	Icelandic	NAN	2019-10-16 09:37:55	0.9333333333333333	r1	1.0	0	5.16	16000	165198	NAN	train
0000108	000015	000015-0000108.flac	Kvikasilfur og kadmín gegna hins vegar ekki þekktu hlutverki í lífverum.	kvikasilfur og kadmín gegna hins vegar ekki þekktu hlutverki í lífverum	male	40-49	Icelandic	NAN	2019-10-16 09:37:55	0.9830508474576272	r1	1.0	0	5.16	16000	165198	NAN	train
0000109	000015	000015-0000109.flac	Mest ber á hvítum hárum í vetrarfeldinum og þá eru hrossin grá.	mest ber á hvítum hárum í vetrarfeldinum og þá eru hrossin grá	male	40-49	Icelandic	NAN	2019-10-16 09:37:55	1.0	r1	1.0	0	5.58	16000	178638	NAN	train
0000110	000015	000015-0000110.flac	Sumir hafa talið að nafnið sé dregið af örnefninu Hellur.	sumir hafa talið að nafnið sé dregið af örnefninu hellur	male	40-49	Icelandic	NAN	2019-10-16 09:37:56	1.0	r1	1.0	0	5.4	16000	172878	NAN	train
0000111	000016	000016-0000111.flac	Hvað er strætóbílstjórinn gamall?	hvað er strætóbílstjórinn gamall	male	30-39	Icelandic	NAN	2019-10-16 09:42:36	0.9285714285714286	r1	1.0	0	4.27	16000	136798	NAN	train
0000116	000017	000017-0000116.flac	Nema að maður hafi kannski gleymt því í millitíðinni?	nema að maður hafi kannski gleymt því í millitíðinni	male	30-39	Icelandic	NAN	2019-10-16 09:43:31	0.8780487804878049	r1	1.0	0	7.15	16000	228934	NAN	train
0000121	000018	000018-0000121.flac	Ekki liggja fyrir tölur um árleg dauðsföll á heimsvísu.	ekki liggja fyrir tölur um árleg dauðsföll á heimsvísu	male	40-49	Icelandic	NAN	2019-10-16 09:50:21	1.0	r1	1.0	0	4.98	16000	159438	NAN	train
0000122	000018	000018-0000122.flac	Þeir sem tala um Borgarfjörð eystra eru með í huga Borgarfjörð fyrir austan.	þeir sem tala um borgarfjörð eystra eru með í huga borgarfjörð fyrir austan	male	40-49	Icelandic	NAN	2019-10-16 09:50:21	1.0	r1	1.0	0	6.3	16000	201678	NAN	train
0000123	000018	000018-0000123.flac	Sýklalyf gera lítið gagn, nema mjög snemma á sjúkdómsferlinum.	sýklalyf gera lítið gagn nema mjög snemma á sjúkdómsferlinum	male	40-49	Icelandic	NAN	2019-10-16 09:50:21	1.0	r1	1.0	0	6.0	16000	192078	NAN	train
0000124	000018	000018-0000124.flac	Nema að maður hafi kannski gleymt því í millitíðinni?	nema að maður hafi kannski gleymt því í millitíðinni	male	40-49	Icelandic	NAN	2019-10-16 09:50:22	0.7073170731707317	r1	1.0	0	4.26	16000	136398	NAN	train
0000125	000018	000018-0000125.flac	Ótta, hvað er klukkan?	ótta hvað er klukkan	male	40-49	Icelandic	NAN	2019-10-16 09:50:22	0.8823529411764706	r1	1.0	0	3.9	16000	124878	NAN	train
0000127	000019	000019-0000127.flac	Beauvoir gaf út skáldverk, heimspekirit og rit um samfélag, menningu og pólitík.	beauvoir gaf út skáldverk heimspekirit og rit um samfélag menningu og pólitík	female	40-49	Icelandic	NAN	2019-10-16 09:51:15	0.453125	r1	1.0	0	8.52	16000	272718	NAN	train
0000128	000019	000019-0000128.flac	Við norðurhluta Ástralíu lifir tegund sem er mjög skyld sækúm.	við norðurhluta ástralíu lifir tegund sem er mjög skyld sækúm	female	40-49	Icelandic	NAN	2019-10-16 09:51:15	1.0	r1	1.0	0	6.72	16000	215118	NAN	train
0000130	000019	000019-0000130.flac	Þessi tegund gengur frekar yfir en aðrar tegundir sjúkdómsins.	þessi tegund gengur frekar yfir en aðrar tegundir sjúkdómsins	female	40-49	Icelandic	NAN	2019-10-16 09:51:16	1.0	r1	1.0	0	6.0	16000	192078	NAN	train
0000131	000019	000019-0000131.flac	Úlfar geta ráðist á menn án þess að vera hungraðir.	úlfar geta ráðist á menn án þess að vera hungraðir	female	40-49	Icelandic	NAN	2019-10-16 09:53:00	1.0	r1	1.0	0	5.7	16000	182478	NAN	train
0000132	000019	000019-0000132.flac	Ástmar, hvað er opið lengi í Smárabíó?	ástmar hvað er opið lengi í smárabíó	female	40-49	Icelandic	NAN	2019-10-16 09:53:01	0.967741935483871	r1	1.0	0	4.2	16000	134478	NAN	train
0000133	000019	000019-0000133.flac	Þessi skilyrði eru	þessi skilyrði eru	female	40-49	Icelandic	NAN	2019-10-16 09:53:01	1.0	r1	1.0	0	3.24	16000	103758	NAN	train
0000134	000019	000019-0000134.flac	Geimferðastofnun Bandaríkjanna Vefsetur Hubble-sjónaukans Stjarnvísindi við Háskóla Íslands og fjöldi tengla þar.	geimferðastofnun bandaríkjanna vefsetur hubble sjónaukans stjarnvísindi við háskóla íslands og fjöldi tengla þar	female	40-49	Icelandic	NAN	2019-10-16 09:53:01	0.96875	r1	1.0	0	8.64	16000	276558	NAN	train
0000135	000019	000019-0000135.flac	Áætlunarbifreiðar eru venjulega með þægilegum sætum og stórt rými fyrir farangur.	áætlunarbifreiðar eru venjulega með þægilegum sætum og stórt rými fyrir farangur	female	40-49	Icelandic	NAN	2019-10-16 09:53:02	1.0	r1	1.0	0	7.56	16000	241998	NAN	train
0000136	000019	000019-0000136.flac	Það breytti því ekki.	það breytti því ekki	female	40-49	Icelandic	NAN	2019-10-16 09:53:44	1.0	r1	1.0	0	2.94	16000	94158	NAN	train
0000137	000019	000019-0000137.flac	Jón Már Halldórsson.	jón már halldórsson	female	40-49	Icelandic	NAN	2019-10-16 09:53:45	1.0	r1	1.0	0	3.24	16000	103758	NAN	train
